"TELERIDE_NUMBER","STOP_NAME","POINT"
"9120","SB Woodbine BV @ S. Leg Wood Valley DR SW","POINT (-114.1325747 50.9384385)"
"5921","EB Ranchview LI @ Ranchview DR NW","POINT (-114.1759192 51.1156979)"
"7038","EB Bonaventure DR @ W. of Fairmount DR SE","POINT (-114.0650469 50.953895)"
"2036","NB Nolan Hill Dr @ Nolanfield Ln NW","POINT (-114.1610409 51.1745633)"
"5661","EB Spruce DR @ Wimbledon CR SW","POINT (-114.153433 51.0522298)"
"2916","NB Carrington BV @ 140 AV NW","POINT (-114.0899485 51.1820689)"
"7629","NB Tararidge DR @ 64 AV NE","POINT (-113.9405898 51.1113243)"
"6694","WB 46 AV SE @ 12 ST SE","POINT (-114.0364455 51.0121255)"
"1966","SB Cornerstone BV @ Cornerstone AV NE","POINT (-113.9248509 51.160785)"
"5830","WB 194 AV @ Chaparral DR SE","POINT (-114.0375741 50.8768954)"
"3535","EB 112 AV NW @ Rocky Ridge RD","POINT (-114.2330089 51.154015)"
"9404","EB 16 AV NW @ 10 ST NW","POINT (-114.083976 51.0667609)"
"3640","NB Tuscany CTrain Station","POINT (-114.2355263 51.1345169)"
"9500","EB 107 AV SE @ 24 ST SE","POINT (-114.0004541 50.9565666)"
"4596","NB 37 ST SW @ Law DR","POINT (-114.1409177 50.9966241)"
"9697","WB Panatella BV @ Harvest Hills BV NW","POINT (-114.0716201 51.1647812)"
"8865","SB Pensacola WY @ 8 AV SE","POINT (-113.9510578 51.0447827)"
"6469","NB Parkland BV @ Parkvalley RD SE","POINT (-114.0253889 50.9188444)"
"7485","WB 34 AV NW @ Bowmanten PL","POINT (-114.1964157 51.0838873)"
"2860","NB 14 ST NE @ COUNTRY HILLS BV","POINT (-114.0278524 51.1550405)"
"9144","EB Lake Bonavista DR @ Lake Moraine PL SE","POINT (-114.0613122 50.941091)"
"5741","SB Northmount DR @ 40 AV NW","POINT (-114.0859726 51.0885962)"
"2663","NB Legacy Glen WY @ Legacy Glen PL SE","POINT (-114.0024076 50.8538102)"
"5460","EB 96 AV NE@ Harvest Hills LI","POINT (-114.0532341 51.141224)"
"7229","SB Hawkwood RD @ Hawkfield WY NW","POINT (-114.1884646 51.1283095)"
"7191","WB Ranchview LI @ Ranch Estates DR NW","POINT (-114.1758355 51.1157813)"
"5678","WB Child AV @ 12A ST NE","POINT (-114.033328 51.0580286)"
"6755","SB Edmonton TR @ 21 AV NE","POINT (-114.0563311 51.0711495)"
"9981","NB 52 St SE @ 21 AV SE","POINT (-113.9582283 51.0349609)"
"7764","Castleridge Boulevard Station (NB)","POINT (-113.9580577 51.1003172)"
"7744","SB 11 ST SE @ N. of 58 AV SE","POINT (-114.0374107 51.0039196)"
"7856","SB Douglasdale BV @ Douglas Ridge GR SE","POINT (-113.9817408 50.9364782)"
"5964","EB Deer Ridge DR @ Deerview DR SE","POINT (-114.0186504 50.924969)"
"4610","WB 8 AV NE @ Remington RD","POINT (-114.0434987 51.0596897)"
"4656","NB Cedarille DR @ Cedarille CR SW","POINT (-114.1359991 50.9584552)"
"8392","EB Southport WY @ Southport RD SW","POINT (-114.073351 50.9577195)"
"9534","EB 80 AV NE @ Saddletowne CI","POINT (-113.9433665 51.1251054)"
"9364","WB Discovery Ridge BV @ Discovery Ridge HL SW","POINT (-114.2146856 51.0153354)"
"8214","EB 16 AV NE @ 1 ST NE","POINT (-114.0594616 51.0668119)"
"5730","Russet Road Station (WB)","POINT (-114.0431612 51.0671325)"
"7206","NB Edgemont BV @ Edgehill DR NW","POINT (-114.153904 51.1217523)"
"8595","EB Arbour Crest DR @ Arbour Crest TC NW","POINT (-114.2056292 51.1385343)"
"7429","SB 14 ST NW @ 31 AV NW","POINT (-114.0949198 51.0802919)"
"2402","EB Aspen Stone BV @ Aspen Stone RD SW","POINT (-114.2129379 51.0409465)"
"6391","WB 41 AV NE @ 1 ST NE","POINT (-114.0589575 51.0900599)"
"9001","SB North Haven DR @ 48 AV NW","POINT (-114.0869353 51.0982716)"
"5481","NB 14 ST NW @ North Haven DR","POINT (-114.0945715 51.0924532)"
"6841","NB Edmonton TR @ 32 AV NE","POINT (-114.054542 51.0813316)"
"5148","NB Centre ST S @ 4 AV S","POINT (-114.0626323 51.0492077)"
"5118","WB 6 AV SW @ 2 ST SW","POINT (-114.0674664 51.0476831)"
"7370","EB Kensington RD @ 18 ST NW","POINT (-114.102543 51.0524535)"
"5542","NB Bonaventure DR @ S. of Fairmount DR SE","POINT (-114.0601489 50.952686)"
"7053","SB Charleswood DR @ Brentwood Mall NW","POINT (-114.1239775 51.084456)"
"6928","WB Applewood DR @ Applestone PA SE","POINT (-113.9271493 51.042312)"
"4001","Dalhousie LRT Station WB","POINT (-114.1589053 51.1040736)"
"7277","SB Centre ST S @ Glenmore TR S","POINT (-114.0639638 50.994543)"
"3971","NB Copperfield BV @ Copperfield GV SE","POINT (-113.9387056 50.9091808)"
"8876","NB  Martindale BV @ Martin Crossing PA NE","POINT (-113.9673122 51.1154572)"
"5590","EB 1 AV NE @ 7 ST NE","POINT (-114.0451247 51.0532095)"
"7475","EB Silvercreek DR @ Nose Hill DR NW","POINT (-114.2085597 51.1136624)"
"6863","WB Shawnessy BV @ W. of Shawnessy DR SW","POINT (-114.0783497 50.9136883)"
"9137","NB 24 ST SE @ S. of 114 AV SE","POINT (-114.0018139 50.9521705)"
"6130","WB 6 AV NW @ 15 ST NW","POINT (-114.0956732 51.0576923)"
"8262","WB Evanston DR @ Evansfield GA NW","POINT (-114.1150945 51.1798723)"
"2019","NB 24 ST SE @ 86 AV SE","POINT (-113.9987741 50.9773857)"
"5027","Bowness Terminal NW","POINT (-114.2191331 51.0957392)"
"6335","NB @ Hawkstone DR NW Hawkstone Terminal","POINT (-114.1658739 51.1330707)"
"8275","WB 17 AV SE @ 44 ST SE","POINT (-113.9707014 51.037864)"
"5036","EB Bowness RD @ Point DR NW NLeg","POINT (-114.1459301 51.0619139)"
"6213","EB Rundlehorn DR @ 56 ST NE","POINT (-113.952054 51.0715151)"
"9294","NB Bannister RD @ 146 AV SE","POINT (-114.0695533 50.921887)"
"8714","NB Elbow DR @ Mayfair RD SW","POINT (-114.0828437 51.0003144)"
"5905","NB 10 ST @ Premier WY SW","POINT (-114.0877115 51.0259095)"
"4402","NB 24 ST SW @ Anderson RD","POINT (-114.1177428 50.9508278)"
"8002","NB Tuscany WY @ Tuscany Hills PA NW","POINT (-114.2437225 51.1213626)"
"5885","NB Radisson DR @ 17 AV SE","POINT (-113.9865135 51.0382372)"
"8938","SB Sierra Morena RD @ Sienna Park DR SW","POINT (-114.1842094 51.0241028)"
"8345","NB Edgebrook BV @  Edgebrook PA NW","POINT (-114.1280747 51.1383812)"
"7347","EB 37 AV NE @ 27 ST NE","POINT (-113.9941364 51.0866199)"
"5689","EB Lakeview DR @ 37 ST SW","POINT (-114.1403306 51.0066299)"
"1900","WB 88 AV @ Savanna CR NE","POINT (-113.9495099 51.1326509)"
"5725","Vista Heights Terminal (NB 19 ST NE @ 24 AV NE)","POINT (-114.0128996 51.0740406)"
"7341","EB 49 AV NE @ 11 ST NE","POINT (-114.0357874 51.0972549)"
"9626","SB Saddletowne CI @ Martindale DR NE","POINT (-113.9472342 51.1232457)"
"6858","WB 26 AV NE @ 52 ST NE","POINT (-113.9574775 51.0763519)"
"8890","WB Royal Oak WY @ 200 Royal Oak ME NW","POINT (-114.2257554 51.1490966)"
"7805","Anderson LRT Station","POINT (-114.0738056 50.9543398)"
"5063","NB 52 ST SE @ 17 AV SE","POINT (-113.958255 51.0386019)"
"5472","EB Everridge DR @ Eversyde BV SW","POINT (-114.109201 50.9111017)"
"7525","SB 19 ST NE @ 30 AV NE","POINT (-114.0117691 51.0791748)"
"7403","SB Charleswood DR @ Northmount DR NW","POINT (-114.1179913 51.0888598)"
"2250","NB Shawville BV @ Shawville GA SE","POINT (-114.0633926 50.8998607)"
"9925","Rockyview Hospital Main Entrance (NB)","POINT (-114.0962443 50.9895758)"
"3046","SB Livingston HL NE @ Howse Heights NE","POINT (-114.0548849 51.1859454)"
"2514","WB Westwinds DR @ 47 ST NE","POINT (-113.9662904 51.1002372)"
"7121","SB Varsity Estates DR @ 1000 Varsity Estates PL NW","POINT (-114.174229 51.0994892)"
"4309","WB Falconridge DR @ Falchurch RD NE","POINT (-113.9448254 51.0999755)"
"7456","WB Kensington RD @ 10 ST NW","POINT (-114.0865373 51.052577)"
"8726","SB Elbow DR @ Lansdowne AV SW","POINT (-114.0788071 51.016908)"
"9230","SB Midridge DR @ Midlawn PL SE","POINT (-114.0631747 50.917418)"
"7350","WB 37 AV NE @ 27 ST NE","POINT (-113.9954304 51.0867072)"
"4163","SB McKenzie Lake BV @ McKenzie Meadows DR SE","POINT (-113.992538 50.8999848)"
"8106","SB Sandstone DR @ Sandpiper RD NW","POINT (-114.0999928 51.1393157)"
"7496","NB 19 ST NE @ Matador CR","POINT (-114.0118575 51.0572023)"
"7162","SB Scurfield DR @ Scanlon PL NW","POINT (-114.2185447 51.1234707)"
"6398","NB Edenwold DR @ Edenwold CR NW","POINT (-114.1378367 51.1236445)"
"3374","NB 14 ST @ 36 AV SW","POINT (-114.0945025 51.0220517)"
"4161","EB 46 AV SW @ 45 ST SW","POINT (-114.1522079 51.012425)"
"6421","SB Braeside DR @ Southland DR SW","POINT (-114.1034544 50.9607643)"
"9621","SB Copperfield BV @ Copperfield HT SE","POINT (-113.9463077 50.9119347)"
"8903","SB Rocky Ridge DR @ Rocky Ridge BV NW","POINT (-114.2378131 51.1428342)"
"7904","EB 44 AV NE @ Whiterige WY","POINT (-113.968793 51.0924054)"
"9112","SB 24 ST SW @ Anderson RD","POINT (-114.11819 50.9493547)"
"4185","SB Cedarille DR @ Cedarwood HL SW","POINT (-114.1363524 50.9553967)"
"4499","EB Whitehorn DR @ 48 ST NE","POINT (-113.9637896 51.0854932)"
"2256","NB Redstone ST@ 128 AV NE","POINT (-113.9618729 51.1666267)"
"4517","WB 62 AV SE @ 17A ST SE","POINT (-114.0183586 50.9977856)"
"7503","NB 19 ST NE @ N. of 16 AV NE","POINT (-114.0132791 51.0679292)"
"6133","WB 4 AV SW @ 7 ST SW","POINT (-114.0792572 51.0498855)"
"9206","WB Somerset DR @ Somerset CR SW","POINT (-114.0863165 50.8970848)"
"7280","NB Falconridge BV @ Falworth RD NE","POINT (-113.955558 51.1031791)"
"3932","EB  Fish Creek  BV @ Everridge DR SW","POINT (-114.1224489 50.9212157)"
"7612","SB Harvest Hills DR @ Harvest Glen CO NE","POINT (-114.0511019 51.1447934)"
"5259","NB Edmonton TR @  36 AV NE","POINT (-114.0520118 51.0847398)"
"7521","WB 27 AV NE @ 16 ST NE","POINT (-114.0196227 51.0769558)"
"5554","NB Macleod TR @ 55 AV SW","POINT (-114.0703695 51.0044005)"
"8605","EB Arbour Crest DR @ Arbour Butte RD NW","POINT (-114.2014826 51.1397213)"
"9348","WB 64 AV NE @ Martingrove DR","POINT (-113.9526912 51.1107465)"
"8951","SB 45 ST SW @ 35 AV SW","POINT (-114.1525738 51.0225081)"
"4405","WB Whitehorn DR @ Whitehorn RD NE","POINT (-113.9679338 51.0848003)"
"5710","NB 19 ST NE @ Milne DR","POINT (-114.0132421 51.0607458)"
"4467","NB 39 ST SE @ Dovercliffe WY","POINT (-113.9765963 51.0238046)"
"7085","NB  Edenwold DR @ Edforth CR NW","POINT (-114.1449299 51.1242768)"
"7981","SB Chaparral DR@ Chaparral WY SE","POINT (-114.0318491 50.8862127)"
"5611","EB 9 AV SE @ 19 ST SE","POINT (-114.0195546 51.0351455)"
"8540","EB 17 AV SW @ 29 ST SW","POINT (-114.130105 51.037752)"
"5555","NB Macleod TR @ 50 AV SW","POINT (-114.0676891 51.0084709)"
"2725","EB Auburn Meadows DR @ Auburn Meadows BV SE ns","POINT (-113.9480387 50.8937053)"
"1928","NB 46 ST @ 88 AV NE","POINT (-113.9656882 51.1331639)"
"4034","EB Chapala WY @ Chapala DR SE","POINT (-114.0285876 50.8811554)"
"5038","WB 78 AV N @ Centre ST N","POINT (-114.0720205 51.1226885)"
"8183","SB 44 ST SE @ 72 AV SE","POINT (-113.9702204 50.9890442)"
"2416","WB 72 AV NE @ 10 ST NE","POINT (-114.040747 51.1178934)"
"9114","NB Woodbine BV @ Woodview DR SW","POINT (-114.1257843 50.9418963)"
"8529","EB 5 AV SW @ 8 ST SW","POINT (-114.080254 51.0487861)"
"9647","SB Westwinds DR @ Prairie Winds Park NE","POINT (-113.9760853 51.1049805)"
"5385","EB 5 AV SW @ 1 ST SW","POINT (-114.0659085 51.0483996)"
"8091","EB 12 AV SW @ 10 ST SW","POINT (-114.0860887 51.0419968)"
"9901","SB Hamptons DR @ Hampstead RD NW","POINT (-114.13253 51.1413761)"
"3575","NB Chaparral Valley DR @ Chaparral Valley GD SE","POINT (-114.0135599 50.8803083)"
"7337","SB 1 ST SW @ 8 AV SW","POINT (-114.0655733 51.0457565)"
"9459","EB Douglas Glen BV @ Douglas Glen HE SE","POINT (-114.0097834 50.9562429)"
"5900","WB Memorial DR @ 44 ST NE","POINT (-113.9705569 51.052972)"
"5184","SB 4 ST SW@ 21 AV SW","POINT (-114.0716758 51.0338917)"
"9948","SB Kincora Glen GR @ Kincora Glen RI NW","POINT (-114.1344729 51.1634606)"
"2730","NB Seton WY @ Union AV SE","POINT (-113.9540096 50.8693223)"
"3502","SB 52 ST @ Auburn Bay DR SE","POINT (-113.9444069 50.8989057)"
"4608","WB 12 AV NE @ 5 ST NE","POINT (-114.0513162 51.0633504)"
"7259","SB Midpark BV @ Midlake BV SE","POINT (-114.0614066 50.9143152)"
"7674","NB Douglas Woods DR @ Douglas Woods GV SE","POINT (-113.9894491 50.9425422)"
"9582","EB Douglasdale BV @ Douglas Park BV SE","POINT (-113.9995316 50.9420643)"
"6171","EB 17 AV SE @ 52 ST SE","POINT (-113.9577513 51.0377972)"
"9595","WB McIvor BV @ Copperstone GA SE","POINT (-113.9384456 50.9143319)"
"5244","SB 10 ST NW@ 16 AV NW","POINT (-114.0849757 51.0672086)"
"9462","SB 36 ST SE @ 17 AV SE","POINT (-113.9818443 51.0371991)"
"5308","WB 26 AV SW@ 20 ST SW","POINT (-114.1089922 51.030486)"
"5503","EB Morley TR @ 24 ST NW","POINT (-114.1174838 51.0802573)"
"2899","North Pointe Terminal G","POINT (-114.0683034 51.1577766)"
"1903","WB Skyview Ranch DR @ 52 ST NE","POINT (-113.959374 51.1581416)"
"8332","SB Harvest Hills BV @ Harvest Oak GA NE","POINT (-114.0644623 51.1465239)"
"8855","EB Valley Ridge DR @ Valley Ponds CR NW","POINT (-114.2528915 51.0909315)"
"4122","EB Chaparral DR @ Chaparral GV SE","POINT (-114.041433 50.8826333)"
"2696","WB Belmont BV @ Belmont ST SW","POINT (-114.0622968 50.8705235)"
"5090","NB 4 ST NW @ 18 AV NW","POINT (-114.0714353 51.0691276)"
"7926","EB 17 AV SW @ 6 ST SW","POINT (-114.0765685 51.0377471)"
"5820","EB Silver Springs RD @ Silver Brook DR NW","POINT (-114.1906076 51.1104348)"
"5669","SB 19 ST SW @ 11 AV SW","POINT (-114.1068274 51.04325)"
"7803","EB 162 AV SW @ James McKevitt RD","POINT (-114.0979395 50.9050473)"
"5682","EB Richardson WY @ Lincoln WY SW","POINT (-114.137575 51.012481)"
"6499","SB  Old Banff Coach RD @ Coach Hill RD SW","POINT (-114.1786379 51.0562945)"
"4858","SB 4 ST NW @ 21 AV NW","POINT (-114.0716543 51.0710849)"
"2279","WB Aero GT @ W of Aero DR NE","POINT (-114.0371619 51.1212323)"
"7607","WB Falconridge DR @ 68 ST NE","POINT (-113.9363933 51.1015357)"
"2323","NB 68 ST NE @ Faldale CL","POINT (-113.9348414 51.1051461)"
"7228","WB @ Hawkstone DR NW Terminal","POINT (-114.1660847 51.1331297)"
"8132","EB Marbank DR @ Mardale DR NE","POINT (-113.9651109 51.0633548)"
"9885","EB Tuscany Springs BV @ Tuscany Valley VW NW","POINT (-114.2406505 51.134388)"
"6142","EB Marbank DR @ Marlyn WY NE","POINT (-113.9763531 51.0632326)"
"5491","SB Northland DR @ 52 AV NW","POINT (-114.1415287 51.1004296)"
"7160","NB Scurfield DR @ Scanlon GA NW","POINT (-114.2247602 51.1225481)"
"2667","Sheriff King ST SW sb @ Silverado BV SW, farside","POINT (-114.0712388 50.88647)"
"5584","WB Prospect AV @ Carleton ST SW","POINT (-114.0887833 51.0324755)"
"4030","EB 14 AV NW @ 20A ST NW","POINT (-114.1086176 51.0651248)"
"6128","WB Southland DR @ Macleod TR S","POINT (-114.0724113 50.9651888)"
"8265","EB 17 AV SE @ 40 ST SE","POINT (-113.9750737 51.0377615)"
"2050","SB Nolan Hill Bv @ Nolancliff Ct NW","POINT (-114.1712368 51.1735432)"
"2368","WB Aero DR @ 19 ST NE","POINT (-114.0142574 51.1376343)"
"6217","WB 26 AV NE @ Rundlelawn RD","POINT (-113.97465 51.0779584)"
"9278","NB Wentworth DR @  Wentworth RD SW","POINT (-114.2076206 51.056713)"
"3565","NB 24 ST SE @ 114 AV SE","POINT (-114.0013049 50.9527116)"
"2038","EB Nolan Hill GA @ Nolanfield WY NW","POINT (-114.1627632 51.1789747)"
"5307","SB 17A ST SW@ 17 AV SW","POINT (-114.1030081 51.0374616)"
"9526","SB 57 ST SE @ 61 AV SE","POINT (-113.9470261 50.9986034)"
"8984","NB Edmonton TR @ Greenview DR NE","POINT (-114.0536468 51.0942886)"
"9330","WB Bonaventure Dr @ W. of Fairmount DR SE","POINT (-114.06642 50.9544782)"
"7578","SB 36 ST NE @ Whitehorn DR","POINT (-113.9820448 51.0843472)"
"9850","SB New Brighton DR @ New Brighton LN SE","POINT (-113.9551756 50.9227719)"
"3861","SB Sarcee TR @ Citadel BV NW","POINT (-114.168432 51.1440611)"
"4953","NB Lake Fraser Dr @ N. of Lake Fraser GA SE","POINT (-114.0679302 50.942256)"
"4496","WB Temple DR @ Templemont DR NE","POINT (-113.9494711 51.0923432)"
"4382","EB Madigan DR @ Madeira DR NE","POINT (-113.9531789 51.0624594)"
"3896","EB 130 AV SE @ 48 ST SE","POINT (-113.9641903 50.9318338)"
"6015","EB 32 AV NE @ 12 ST NE","POINT (-114.0290181 51.0813463)"
"4111","SB Arbour Lake DR @ Arbour Crest RD NW","POINT (-114.2018571 51.1354219)"
"9264","SB Canyon Meadows CTrain Station","POINT (-114.0699356 50.9364056)"
"2927","NB 45 ST SW @ 49 AV SW","POINT (-114.1527167 51.0098002)"
"9303","NB Bannister RD @ 151 AV SE","POINT (-114.0678864 50.9176175)"
"2933","EB Hospital DR @ Health Science CE NW","POINT (-114.1318899 51.0664442)"
"7961","EB Bonaventure DR @ E. Fairmont DR SE","POINT (-114.0650344 50.9538677)"
"6168","EB Memorial DR @ 44 ST SE","POINT (-113.9693315 51.0527243)"
"8777","WB 26 AV SW @ Glenmount DR","POINT (-114.1485705 51.0305687)"
"8169","NB Barlow TR @ 72 AV SE","POINT (-113.981569 50.9898599)"
"6267","EB Crowfoot WY @ Crowfoot CR NW","POINT (-114.2064193 51.1252143)"
"9423","EB 23 AV NE @ 23 ST NE","POINT (-114.0032813 51.0732995)"
"5326","SB Edgemont DR @ Edgemont PL NW","POINT (-114.1475863 51.1143396)"
"5039","EB Parkdale BV @ 27 ST NW","POINT (-114.1251431 51.0539204)"
"7422","NB 14 ST NW @ Roselawn CR","POINT (-114.0945991 51.0751569)"
"7106","EB Dalhousie DR @ 54 ST NW","POINT (-114.1643629 51.1087395)"
"9686","WB 17 AV SW @ 73 ST SW","POINT (-114.1936837 51.0379579)"
"2898","North Pointe Terminal H","POINT (-114.0687812 51.1579342)"
"7953","SB Douglas Glen BV @ Douglas Glen HT SE","POINT (-114.0110396 50.9557534)"
"5992","EB 58 AV SE @ Burbank RD","POINT (-114.043941 51.0014406)"
"7802","SB Skyview Ranch WY @ Skyview Shores MR NE","POINT (-113.9659706 51.1580621)"
"5040","EB Kensington RD @ 25 ST NW","POINT (-114.1198865 51.0523877)"
"6911","NB 21 ST @ River Rock RD SE","POINT (-114.0099473 50.9687683)"
"5172","SB Centre ST N @ 43 AV N","POINT (-114.06255 51.0910678)"
"5043","EB Kensington RD @ 16 ST NW","POINT (-114.0973918 51.0524425)"
"3940","WB Fish Creek BV @ James McKevitt  RD SW","POINT (-114.1010027 50.9177884)"
"8881","WB Wentworth DR @ W. of 85 ST SW","POINT (-114.2119407 51.0570231)"
"7044","WB Mountain Park DR @ 100 Mount Victoria PL SE","POINT (-113.9911407 50.912605)"
"2277","NB Aero DR @ S of Aero GT NE","POINT (-114.029937 51.1166216)"
"5703","Centre Street N Station (EB)","POINT (-114.061583 51.0667438)"
"4492","SB 44 ST SE @ 14 AV SE","POINT (-113.9701226 51.0406105)"
"6949","WB Douglasdale BV @ Douglas Woods RI SE","POINT (-113.9967652 50.942353)"
"2840","SB 28 ST SE @ 34 AV SE","POINT (-113.9916778 51.0229196)"
"9259","WB Southland DR @ Bradbury DR SW","POINT (-114.0994408 50.9615398)"
"4463","NB 44 ST SE @ 19 AV SE","POINT (-113.969912 51.0366472)"
"5485","WB 6 AV SE @ 4 ST SE","POINT (-114.054036 51.0472731)"
"6126","WB Southland DR @ Acadia DR SE","POINT (-114.0490161 50.9641588)"
"9557","NB Saddlemont BV @ Saddlefield DR NE","POINT (-113.9380186 51.1296698)"
"9373","SB Lynnview RD @ S. Leg Lynnview WY SE","POINT (-114.021491 50.9947263)"
"8487","NB Simcoe BV @ Sirocco DR SW","POINT (-114.1816771 51.0310486)"
"8179","SB 52 ST SE @ 68 AV SE","POINT (-113.9587397 50.993522)"
"8764","EB 26 AV SW @ 19 ST SW","POINT (-114.1064177 51.0303683)"
"9415","NB Russet RD @ Regal CR NE","POINT (-114.0425296 51.0636949)"
"6767","NB Crowfoot GA @ Crowfoot CR NW","POINT (-114.1975797 51.1281507)"
"6231","NB 36 ST SE @ 12 AV SE","POINT (-113.9815054 51.0428276)"
"4475","SB 28 ST SE @ 14 AV SE","POINT (-113.9931815 51.0401362)"
"5473","WB Dalhousie DR @ Dalton DR NW","POINT (-114.1481662 51.1035331)"
"3891","SB Ogden RD @ 69 AV SE","POINT (-114.0018359 50.9906296)"
"3730","NB Sierra Morena BV @ Sierra Morena GV SW","POINT (-114.1856762 51.0170773)"
"3928","NB  Everridge DR @ Evermeadow AV SW","POINT (-114.1233412 50.9143656)"
"5425","EB 40 AV NW@ 37 ST NW","POINT (-114.1405474 51.0873993)"
"3707","SB 77 ST SW @ Weston DR","POINT (-114.1996156 51.0630695)"
"7238","WB James McKevitt RD @ Millrise WY SW","POINT (-114.0815763 50.9214688)"
"5986","NB 11 ST SE @ 64 AV SE","POINT (-114.0382559 50.9962503)"
"5459","WB 20 AV NW@ 14 ST NW","POINT (-114.0952699 51.0706042)"
"4031","EB 14 AV NW @ 22 ST NW","POINT (-114.1130291 51.065117)"
"3627","EB 69 Street CTrain Station","POINT (-114.1884891 51.0375136)"
"8753","SB 14 ST SW @ 23 AV SW","POINT (-114.0948179 51.0329226)"
"7554","SB 28 ST NE @ 5 AV NE","POINT (-113.9933944 51.0560089)"
"9546","WB Saddlecrest BV @ Saddlebrook CM NE","POINT (-113.9308236 51.1366321)"
"2553","NB Redstone BV @ Red Embers WY","POINT (-113.9508954 51.1672979)"
"5354","NB 20 ST SW@ 48 AV SW","POINT (-114.1092467 51.0110454)"
"6294","WB 7 ST @ MacDonald AV SE","POINT (-114.0459354 51.0411498)"
"9698","WB Panatella BV @ Panatella DR NW","POINT (-114.0749073 51.1647843)"
"4600","WB 66 AV SW @ Lionel CR","POINT (-114.1203142 50.9946605)"
"9158","NB Acadia DR @  Lake Bonavista DR SE","POINT (-114.04402 50.9423453)"
"8176","SB Sherwood BV @ Sherwood ST NW","POINT (-114.1507971 51.1631302)"
"7074","EB 52 AV NW @ 33 ST NW","POINT (-114.1352992 51.1009067)"
"6049","EB 26 AV NE @ Rundlelawn RD","POINT (-113.973544 51.0778398)"
"2950","NB Tuscany HL @ Nose Hill DR NW","POINT (-114.2436601 51.1080331)"
"8497","EB 50 AV SE @ 36 ST SE","POINT (-113.9754418 51.008681)"
"6547","EB 46 AV SW @ Glamorgan CR","POINT (-114.1560038 51.0123737)"
"2865","SB Heritage DR @ 77 AV SE","POINT (-114.0486431 50.9842559)"
"8480","SB Signall Hill DR @ 26 AV SW","POINT (-114.1827165 51.0299044)"
"8267","EB 17 AV SE @ 47 ST SE","POINT (-113.9654155 51.0377538)"
"5144","NB 8 ST SW @ 7 AV SW","POINT (-114.0810907 51.0467139)"
"9165","SB Lake Sylvan DR @ Lake Sylvan CL SE","POINT (-114.0339752 50.942909)"
"7232","SB Ranchlands BV @ Ranchlands WY NW","POINT (-114.1954331 51.1225316)"
"5129","WB 17 AV SW @ 25 ST SW","POINT (-114.1212856 51.0378866)"
"6246","SB Edgemont BV @ Edgedale DR NW","POINT (-114.1553016 51.1183144)"
"8449","SB 1 ST SE @ 8 AV SE","POINT (-114.0607159 51.0456245)"
"3765","Sarcee Road Station (WB)","POINT (-114.1394323 51.0125841)"
